mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.966746711730957,0.10181251440894215,139.48678789138793,9.294958266000426,3,{'model__n_neighbors': 3},0.8652266821881514,0.8849183395271935,0.8446656482799566,0.8402053133186873,0.8851894023567923,0.8640410771341565,0.019121026562635913,1
0.9554335117340088,0.06680344908171244,137.85876049995423,6.559338847199994,5,{'model__n_neighbors': 5},0.8475173528913512,0.8817507760042507,0.8454877495037144,0.8360615822827906,0.8828763646336442,0.8587387650631502,0.019636397245515705,2
0.5457995891571045,0.08253379683509986,135.15682597160338,1.7845517365270602,9,{'model__n_neighbors': 9},0.8351216992317787,0.870338534487691,0.8186902592498129,0.8453136698978352,0.8761471989158857,0.8491222723566008,0.02152721698963428,3
0.5907210350036621,0.28290357713932524,131.033642578125,7.961695929368424,7,{'model__n_neighbors': 7},0.8406732280477289,0.8772397474325043,0.8292022456081073,0.8196790646406443,0.8661982395974261,0.8465985050652822,0.021842300021513685,4
0.49394831657409666,0.09532337338695672,113.61783351898194,29.67895245561065,11,{'model__n_neighbors': 11},0.850571928088147,0.8585179533596792,0.8117778736512002,0.8374292706494004,0.8694106354282405,0.8455415322353336,0.019845502784714378,5
