mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
992.4358894824982,23.951864140832217,1.581367063522339,0.13287697695875084,25,2,291,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 291}",0.8537908834621818,0.8563497528710311,0.8057590183044987,0.8222486255682689,0.8847533307455846,0.844580322190313,0.027723718593604132,1
968.973073720932,19.77247874234453,1.2548842430114746,0.16360633539439587,,2,291,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 291}",0.8523377920762484,0.8566747314722083,0.8058407938257661,0.8217154236410599,0.8853644602104358,0.8443866402451435,0.02790399996075603,2
961.4654227256775,23.55299164929951,1.4620063304901123,0.14024679025674625,35,2,286,"{'model__max_depth': 35, 'model__min_samples_leaf': 2, 'model__n_estimators': 286}",0.851844990695662,0.8564215055487113,0.8056395310616458,0.8219911045843437,0.885653623216016,0.8443101510212758,0.02795102177896639,3
1615.1872194766997,39.08922716321717,1.9065601825714111,0.9160353595486692,,2,271,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 271}",0.8521165659062067,0.8553573698802978,0.8068937947339077,0.8210522161591618,0.88515362699742,0.8441147147353988,0.02753868175077772,4
947.0328984260559,24.201498407030048,1.4791359901428223,0.13961120256305012,25,2,278,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 278}",0.853527370115633,0.854507259034158,0.8065245558423362,0.8200993090756449,0.8858931326684449,0.8441103253472434,0.028042107344390464,5
730.2449209690094,134.46539083518968,0.797911548614502,0.12929894958802757,30,2,270,"{'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__n_estimators': 270}",0.8520302997098103,0.8551102781026945,0.8067200217325782,0.8210871853662729,0.8852369657447553,0.8440369501312223,0.02757969675061968,6
760.5315433979034,26.51222093653581,1.259581995010376,0.06385135203293224,25,2,224,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 224}",0.8523772751451525,0.8538702248647368,0.8082617127681805,0.8210195003470803,0.8841951844588413,0.8439447795167982,0.026790170673108397,7
1335.1466844081879,123.97090160864641,1.6085427761077882,0.29128243145701055,30,2,241,"{'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__n_estimators': 241}",0.8502773499012385,0.8546078790437746,0.8073995732966014,0.8210724250144651,0.8855276736534351,0.8437769801819031,0.02735505854151293,8
817.9747918128967,22.335432078652875,1.3017181873321533,0.1065718328871976,30,2,240,"{'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__n_estimators': 240}",0.8504199232253903,0.8544822757543025,0.8071815341637476,0.8210712036330348,0.8855541943134381,0.8437418262179828,0.02741838961395271,9
818.7605638027192,22.825335608089617,1.23782057762146,0.12344665084858346,35,2,243,"{'model__max_depth': 35, 'model__min_samples_leaf': 2, 'model__n_estimators': 243}",0.8501128725846745,0.8548917277913582,0.80706741515655,0.8211071025709631,0.8851784555621772,0.8436715147331446,0.027346748293228744,10
1182.2681433200837,61.56547625592203,1.276184606552124,0.11555968402598335,25,2,237,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 237}",0.8516430804916928,0.8537308991901662,0.8076720928287808,0.8195997816120754,0.885525304840203,0.8436342317925837,0.027538615017588693,11
891.2908748149872,21.969779964127785,1.4267352104187012,0.10388752129802276,25,2,262,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 262}",0.8534261204743355,0.8531752239937023,0.8075952031981034,0.8179111034864014,0.884889080845321,0.8433993463995726,0.02774559151523933,12
841.6448547840118,20.30395579500022,1.3014726161956787,0.1362278118426607,30,2,248,"{'model__max_depth': 30, 'model__min_samples_leaf': 2, 'model__n_estimators': 248}",0.8511182963552075,0.8549677046514492,0.8059784332912212,0.8200046222886961,0.8847315174263524,0.8433601148025854,0.0277466669037711,13
1290.3319966316224,25.127973335165027,2.3203772068023683,1.2391251338712075,,2,200,"{'model__max_depth': None, 'model__min_samples_leaf': 2, 'model__n_estimators': 200}",0.8501346953925978,0.8539735528010866,0.8077662886030726,0.820721446027434,0.8833501058491595,0.84318921773467,0.02659707935325495,14
1126.4268146514892,128.8814311589356,1.3529841899871826,0.11774471615637187,25,2,255,"{'model__max_depth': 25, 'model__min_samples_leaf': 2, 'model__n_estimators': 255}",0.8536696560205296,0.8533041392668081,0.8051219724046266,0.8189337106784584,0.8845782011585333,0.8431215359057912,0.02815180654433278,15
